번호,시도명,대학교명,장학금유형구분명,장학금액
4107,충청북도,가톨릭꽃동네대학교,교외-국가,1568806751
4108,충청북도,가톨릭꽃동네대학교,교외-사설 및 기타,79208000
4109,충청북도,가톨릭꽃동네대학교,교외-지방자치단체,2330640
4110,서울특별시,강서대학교,교내-교직원장학금,43939500
4111,서울특별시,강서대학교,교내-근로장학금,238507502
4112,서울특별시,강서대학교,교내-기타장학금,736221483
4113,서울특별시,강서대학교,교내-성적우수장학금,262636700
4114,서울특별시,강서대학교,교내-저소득장학금,573694815
4115,서울특별시,강서대학교,교외-국가,3174770332
4116,서울특별시,강서대학교,교외-사설 및 기타,111491500
4117,서울특별시,강서대학교,교외-지방자치단체,42225000
4118,서울특별시,한국성서대학교,교내-교직원장학금,3176000
4119,충청남도,중부대학교,교내-교직원장학금,64724000
4120,충청남도,중부대학교,교내-근로장학금,1038817700
4121,충청남도,중부대학교,교내-기타장학금,3370495160
4122,충청남도,중부대학교,교내-성적우수장학금,2461706500
4123,충청남도,중부대학교,교내-재난장학금,4000000
4124,충청남도,중부대학교,교내-저소득장학금,2881354360
4125,충청남도,중부대학교,교외-국가,18974455440
4126,충청남도,중부대학교,교외-사설 및 기타,102243000
4127,충청남도,중부대학교,교외-지방자치단체,18535700
4128,서울특별시,중앙대학교,교내-교직원장학금,172461000
4129,서울특별시,중앙대학교,교내-근로장학금,1782267640
4130,서울특별시,중앙대학교,교내-기타장학금,6525822082
4131,서울특별시,중앙대학교,교내-성적우수장학금,9308987000
4132,서울특별시,중앙대학교,교내-저소득장학금,12167906820
4133,서울특별시,중앙대학교,교외-국가,40502751210
4134,서울특별시,중앙대학교,교외-사설 및 기타,3575523018
4135,서울특별시,중앙대학교,교외-지방자치단체,367924300
4136,충청북도,청주대학교,교내-교직원장학금,182929500
4137,충청북도,청주대학교,교내-근로장학금,333068660
4138,충청북도,청주대학교,교내-기타장학금,3111834750
4139,충청북도,청주대학교,교내-성적우수장학금,6603685340
4140,충청북도,청주대학교,교내-저소득장학금,4797709470
4141,충청북도,청주대학교,교외-국가,23269151198
4142,충청북도,청주대학교,교외-사설 및 기타,356776500
4143,충청북도,청주대학교,교외-지방자치단체,56996260
4144,서울특별시,추계예술대학교,교내-근로장학금,74042000
4145,서울특별시,추계예술대학교,교내-기타장학금,148302500
4146,서울특별시,추계예술대학교,교내-성적우수장학금,423332000
4147,서울특별시,추계예술대학교,교내-재난장학금,101869660
4148,서울특별시,추계예술대학교,교내-저소득장학금,389429000
4149,서울특별시,추계예술대학교,교외-국가,2474516480
4150,서울특별시,추계예술대학교,교외-사설 및 기타,34963000
4151,서울특별시,추계예술대학교,교외-지방자치단체,20049000
4152,충청북도,극동대학교,교내-교직원장학금,49085200
4153,충청북도,극동대학교,교내-근로장학금,315941204
4154,충청북도,극동대학교,교내-기타장학금,1266257000
4155,충청북도,극동대학교,교내-성적우수장학금,1073316100
4156,충청북도,극동대학교,교내-저소득장학금,996663400
4157,충청북도,극동대학교,교외-국가,8034680921
4158,충청북도,극동대학교,교외-사설 및 기타,52807000
4159,충청북도,극동대학교,교외-지방자치단체,7000000
4160,대전광역시,한국침례신학대학교,교내-교직원장학금,15806600
4161,대전광역시,한국침례신학대학교,교내-근로장학금,80272472
4162,대전광역시,한국침례신학대학교,교내-기타장학금,146256220
4163,광주광역시,호남신학대학교,교외-사설 및 기타,37158200
4164,경기도,한국항공대학교,교내-교직원장학금,45116000
4165,경기도,한국항공대학교,교내-근로장학금,855327285
4166,경기도,한국항공대학교,교내-기타장학금,1923265190
4167,경기도,한국항공대학교,교내-성적우수장학금,1541941000
4168,경기도,한국항공대학교,교내-저소득장학금,1370313900
4169,경기도,한국항공대학교,교외-국가,7236805067
4170,경기도,한국항공대학교,교외-사설 및 기타,473249070
4171,경기도,한국항공대학교,교외-지방자치단체,114405010
4172,전라북도,호원대학교,교내-교직원장학금,135273000
4173,전라북도,호원대학교,교내-근로장학금,223946596
4174,전라북도,호원대학교,교내-기타장학금,5158849995
4175,전라북도,호원대학교,교내-성적우수장학금,1181016900
4176,전라북도,호원대학교,교내-재난장학금,3939650
4177,전라북도,호원대학교,교내-저소득장학금,98288000
4178,전라북도,호원대학교,교외-국가,16766637439
4179,전라북도,호원대학교,교외-사설 및 기타,49912000
4180,전라북도,호원대학교,교외-지방자치단체,38828280
4181,서울특별시,서울여자대학교,교내-교직원장학금,39666000
4182,서울특별시,서울여자대학교,교내-근로장학금,584592485
4183,서울특별시,서울여자대학교,교내-기타장학금,1501444849
4184,서울특별시,서울여자대학교,교내-성적우수장학금,1742762950
4185,서울특별시,서울여자대학교,교내-저소득장학금,4432104500
4186,서울특별시,서울여자대학교,교외-국가,15610111835
4187,서울특별시,서울여자대학교,교외-사설 및 기타,543806620
4188,서울특별시,서울여자대학교,교외-지방자치단체,160214780
4189,경상북도,대구한의대학교,교내-교직원장학금,57587000
4190,경상북도,대구한의대학교,교내-근로장학금,560465602
4191,경상북도,대구한의대학교,교내-기타장학금,4783886980
4192,경상북도,대구한의대학교,교내-성적우수장학금,1215400760
4193,경상북도,대구한의대학교,교내-재난장학금,27853200
4194,경상북도,대구한의대학교,교내-저소득장학금,423990480
4195,경상북도,대구한의대학교,교외-국가,18535035438
4196,경상북도,대구한의대학교,교외-사설 및 기타,396461380
4197,경상북도,대구한의대학교,교외-지방자치단체,245787380
4198,광주광역시,조선대학교,교내-교직원장학금,294755200
4199,광주광역시,조선대학교,교내-근로장학금,444491784
4200,광주광역시,조선대학교,교내-기타장학금,5316094039
4201,광주광역시,조선대학교,교내-성적우수장학금,6688450450
4202,광주광역시,조선대학교,교내-재난장학금,78553010
4203,광주광역시,조선대학교,교내-저소득장학금,6162406490
4204,광주광역시,조선대학교,교외-국가,46910124796
4205,광주광역시,조선대학교,교외-사설 및 기타,696104800
4206,광주광역시,조선대학교,교외-지방자치단체,21090300
4207,경상남도,인제대학교,교외-지방자치단체,64137200
4208,인천광역시,인천가톨릭대학교,교내-근로장학금,41818802
4209,인천광역시,인천가톨릭대학교,교내-기타장학금,498474296
4210,인천광역시,인천가톨릭대학교,교내-성적우수장학금,258747750
4211,인천광역시,인천가톨릭대학교,교내-저소득장학금,93540000
4212,인천광역시,인천가톨릭대학교,교외-국가,1498106547
4213,인천광역시,인천가톨릭대학교,교외-사설 및 기타,111899500
4214,인천광역시,인천가톨릭대학교,교외-지방자치단체,6026750
4215,인천광역시,인하대학교,교내-교직원장학금,180060000
4216,인천광역시,인하대학교,교내-근로장학금,3070685327
4217,인천광역시,인하대학교,교내-기타장학금,5940432590
4218,인천광역시,인하대학교,교내-성적우수장학금,5660237400
4219,인천광역시,인하대학교,교내-저소득장학금,5261217800
4220,인천광역시,인하대학교,교외-국가,34434296536
4221,인천광역시,인하대학교,교외-사설 및 기타,2117185005
4222,인천광역시,인하대학교,교외-지방자치단체,195595610
4223,강원특별자치도,한림대학교,교내-근로장학금,611987100
4224,강원특별자치도,한림대학교,교내-기타장학금,2775086570
4225,강원특별자치도,한림대학교,교내-성적우수장학금,4534824150
4226,강원특별자치도,한림대학교,교내-저소득장학금,1284190050
4227,강원특별자치도,한림대학교,교외-국가,18227593230
4228,강원특별자치도,한림대학교,교외-사설 및 기타,455298300
4229,강원특별자치도,한림대학교,교외-지방자치단체,288542850
4230,경상북도,경일대학교,교내-교직원장학금,32269000
4231,경상북도,경일대학교,교내-근로장학금,351463486
4232,경상북도,경일대학교,교내-기타장학금,3804100610
4233,경상북도,경일대학교,교내-성적우수장학금,2160935100
4234,경상북도,경일대학교,교내-저소득장학금,2040417160
4235,경상북도,경일대학교,교외-국가,20689257624
4236,경상북도,경일대학교,교외-사설 및 기타,159579500
4237,경상북도,경일대학교,교외-지방자치단체,8030880
4238,서울특별시,장로회신학대학교,교내-근로장학금,80991440
4239,서울특별시,장로회신학대학교,교내-기타장학금,99914100
4240,서울특별시,장로회신학대학교,교내-성적우수장학금,175625300
4241,서울특별시,장로회신학대학교,교내-저소득장학금,146541600
4242,서울특별시,장로회신학대학교,교외-국가,1986300680
4243,서울특별시,장로회신학대학교,교외-사설 및 기타,100073000
4244,서울특별시,장로회신학대학교,교외-지방자치단체,6000000
4245,광주광역시,호남신학대학교,교내-근로장학금,78869750
4246,광주광역시,호남신학대학교,교내-기타장학금,229687920
4247,광주광역시,호남신학대학교,교내-성적우수장학금,254425700
4248,광주광역시,호남신학대학교,교내-저소득장학금,800000
4249,광주광역시,호남신학대학교,교외-국가,1821457996
4250,전라북도,원광대학교,교내-근로장학금,327558002
4251,전라북도,원광대학교,교내-기타장학금,6515399908
4252,전라북도,원광대학교,교내-성적우수장학금,2698288002
4253,전라북도,원광대학교,교내-저소득장학금,4886149321
4254,전라북도,원광대학교,교외-국가,34291734084
4255,전라북도,원광대학교,교외-사설 및 기타,789981412
4256,전라북도,원광대학교,교외-지방자치단체,334166830
4257,경상북도,경주대학교,교내-근로장학금,27159028
4258,경상북도,경주대학교,교내-기타장학금,1583032500
4259,경상북도,경주대학교,교내-성적우수장학금,62418000
4260,경상북도,경주대학교,교내-저소득장학금,275744000
4261,경상북도,경주대학교,교외-사설 및 기타,11600000
4262,경상북도,대구예술대학교,교내-근로장학금,84508236
4263,경상북도,대구예술대학교,교내-기타장학금,343694340
4264,경상북도,대구예술대학교,교내-성적우수장학금,115351000
4265,경상북도,대구예술대학교,교내-저소득장학금,171723667
4266,경상북도,대구예술대학교,교외-국가,1603721984
4267,경상북도,대구예술대학교,교외-사설 및 기타,13300000
4268,경상북도,대구예술대학교,교외-지방자치단체,1438560
4269,대전광역시,을지대학교,교내-교직원장학금,8460900
4270,대전광역시,을지대학교,교내-근로장학금,326560395
4271,대전광역시,을지대학교,교내-기타장학금,1014051100
4272,대전광역시,을지대학교,교내-성적우수장학금,2013563200
4273,대전광역시,을지대학교,교내-저소득장학금,3745928520
4274,대전광역시,을지대학교,교외-국가,9252238715
4275,대전광역시,을지대학교,교외-사설 및 기타,215846900
4276,대전광역시,을지대학교,교외-지방자치단체,286065960
4277,서울특별시,이화여자대학교,교내-교직원장학금,105022000
4278,서울특별시,이화여자대학교,교내-근로장학금,584908560
4279,서울특별시,이화여자대학교,교내-기타장학금,4957050470
4280,서울특별시,이화여자대학교,교내-성적우수장학금,7760643790
4281,서울특별시,이화여자대학교,교내-저소득장학금,12307661765
4282,서울특별시,이화여자대학교,교외-국가,21635351365
4283,서울특별시,이화여자대학교,교외-사설 및 기타,3541570208
4284,서울특별시,이화여자대학교,교외-지방자치단체,295379200
4285,경상남도,인제대학교,교내-교직원장학금,81890100
4286,경상남도,인제대학교,교내-근로장학금,591890074
4287,경상남도,인제대학교,교내-기타장학금,3015619485
4288,경상남도,인제대학교,교내-성적우수장학금,2306160900
4289,경상남도,인제대학교,교내-재난장학금,37374592
4290,경상남도,인제대학교,교내-저소득장학금,2933601170
4291,경상남도,인제대학교,교외-국가,20153857383
4292,경상남도,인제대학교,교외-사설 및 기타,673407820
4293,경상북도,영남대학교,교내-교직원장학금,336805800
4294,경상북도,영남대학교,교내-근로장학금,647894575
4295,경상북도,영남대학교,교내-기타장학금,6922957677
4296,경상북도,영남대학교,교내-성적우수장학금,10280664300
4297,경상북도,영남대학교,교내-저소득장학금,6094127650
4298,경상북도,영남대학교,교외-국가,54010997840
4299,경상북도,영남대학교,교외-사설 및 기타,1535399100
4300,경상북도,영남대학교,교외-지방자치단체,132613260
4301,전라남도,영산선학대학교,교내-기타장학금,74000000
4302,전라남도,영산선학대학교,교외-사설 및 기타,41200000
4303,전라남도,세한대학교,교내-교직원장학금,9844000
4304,전라남도,세한대학교,교내-근로장학금,79393936
4305,전라남도,세한대학교,교내-기타장학금,1802317300
4306,전라남도,세한대학교,교내-성적우수장학금,428533400
4307,전라남도,세한대학교,교내-저소득장학금,269213000
4308,전라남도,세한대학교,교외-국가,8807419377
4309,전라남도,세한대학교,교외-사설 및 기타,160400000
4310,전라남도,세한대학교,교외-지방자치단체,1508000
4311,전라북도,우석대학교,교내-교직원장학금,113904000
4312,전라북도,우석대학교,교내-근로장학금,214471229
4313,전라북도,우석대학교,교내-기타장학금,2603145750
4314,전라북도,우석대학교,교내-성적우수장학금,1118374750
4315,전라북도,우석대학교,교내-저소득장학금,1954001940
4316,전라북도,우석대학교,교외-국가,17916614584
4317,전라북도,우석대학교,교외-사설 및 기타,243106580
4318,전라북도,우석대학교,교외-지방자치단체,44447250
4319,경기도,안양대학교,교내-교직원장학금,91969000
4320,경기도,안양대학교,교내-근로장학금,741123708
4321,경기도,안양대학교,교내-기타장학금,1446085447
4322,경기도,안양대학교,교내-성적우수장학금,2297116350
4323,경기도,안양대학교,교내-재난장학금,1740200
4324,경기도,안양대학교,교내-저소득장학금,760810133
4325,경기도,안양대학교,교외-국가,11305669109
4326,경기도,안양대학교,교외-사설 및 기타,91541400
4327,경기도,안양대학교,교외-지방자치단체,21034600
4328,울산광역시,울산대학교,교내-교직원장학금,198595200
4329,울산광역시,울산대학교,교내-근로장학금,797567556
4330,울산광역시,울산대학교,교내-기타장학금,2266839934
4331,울산광역시,울산대학교,교내-성적우수장학금,3558888320
4332,울산광역시,울산대학교,교내-저소득장학금,1688609860
4333,울산광역시,울산대학교,교외-국가,23878536382
4334,울산광역시,울산대학교,교외-사설 및 기타,4031785249
4335,울산광역시,울산대학교,교외-지방자치단체,366519670
4336,전라북도,원광대학교,교내-교직원장학금,357129417
4337,서울특별시,숭실대학교,교내-성적우수장학금,3338774600
4338,서울특별시,숭실대학교,교내-재난장학금,65094230
4339,서울특별시,숭실대학교,교내-저소득장학금,2177360720
4340,서울특별시,숭실대학교,교외-국가,26630755304
4341,서울특별시,숭실대학교,교외-사설 및 기타,2229799222
4342,서울특별시,숭실대학교,교외-지방자치단체,440970630
4343,경기도,중앙승가대학교,교내-기타장학금,24090000
4344,경기도,중앙승가대학교,교내-성적우수장학금,8850000
4345,경기도,중앙승가대학교,교외-국가,116746680
4346,경기도,중앙승가대학교,교외-사설 및 기타,204052000
4347,전라북도,전주대학교,교내-교직원장학금,65848500
4348,전라북도,전주대학교,교내-근로장학금,1095967748
4349,전라북도,전주대학교,교내-기타장학금,5371941075
4350,전라북도,전주대학교,교내-성적우수장학금,1460470500
4351,전라북도,전주대학교,교내-재난장학금,12928175
4352,전라북도,전주대학교,교내-저소득장학금,3087411635
4353,전라북도,전주대학교,교외-국가,31304748782
4354,전라북도,전주대학교,교외-사설 및 기타,734651480
4355,전라북도,전주대학교,교외-지방자치단체,678645140
4356,경기도,아신대학교,교내-근로장학금,95148398
4357,경기도,아신대학교,교내-기타장학금,138549000
4358,경기도,아신대학교,교내-성적우수장학금,89194000
4359,경기도,아신대학교,교내-재난장학금,25478000
4360,경기도,아신대학교,교내-저소득장학금,27162000
4361,경기도,아신대학교,교외-국가,1610688049
4362,경기도,아신대학교,교외-사설 및 기타,52525500
4363,서울특별시,연세대학교,교내-교직원장학금,823000700
4364,서울특별시,연세대학교,교내-근로장학금,3241043334
4365,서울특별시,연세대학교,교내-기타장학금,8112348079
4366,서울특별시,연세대학교,교내-성적우수장학금,12639682614
4367,서울특별시,연세대학교,교내-재난장학금,465034500
4368,서울특별시,연세대학교,교내-저소득장학금,17299478167
4369,서울특별시,연세대학교,교외-국가,43231255070
4370,서울특별시,연세대학교,교외-사설 및 기타,5841520334
4371,서울특별시,연세대학교,교외-지방자치단체,507186956
4372,경상북도,대구대학교,교내-교직원장학금,164051400
4373,경상북도,대구대학교,교내-근로장학금,1213819734
4374,경상북도,대구대학교,교내-기타장학금,3564391429
4375,경상북도,대구대학교,교내-성적우수장학금,8352595070
4376,경상북도,대구대학교,교내-재난장학금,61346700
4377,경상북도,대구대학교,교내-저소득장학금,1754670500
4378,경상북도,대구대학교,교외-국가,49768120575
4379,경상북도,대구대학교,교외-사설 및 기타,1623239698
4380,경상북도,대구대학교,교외-지방자치단체,511149710
4381,광주광역시,호남대학교,교내-교직원장학금,74396600
4382,광주광역시,호남대학교,교내-근로장학금,465936984
4383,광주광역시,호남대학교,교내-기타장학금,5271363840
4384,광주광역시,호남대학교,교내-성적우수장학금,2418907700
4385,광주광역시,호남대학교,교내-저소득장학금,355226070
4386,광주광역시,호남대학교,교외-국가,18451509764
4387,광주광역시,호남대학교,교외-사설 및 기타,152607300
4388,광주광역시,호남대학교,교외-지방자치단체,39101860
4389,부산광역시,부산외국어대학교,교내-교직원장학금,65508000
4390,부산광역시,부산외국어대학교,교내-근로장학금,841941110
4391,부산광역시,부산외국어대학교,교내-기타장학금,3371620367
4392,부산광역시,부산외국어대학교,교내-성적우수장학금,1043986000
4393,부산광역시,부산외국어대학교,교내-재난장학금,239000
4394,부산광역시,부산외국어대학교,교내-저소득장학금,1331652600
4395,부산광역시,부산외국어대학교,교외-국가,14715901853
4396,부산광역시,부산외국어대학교,교외-사설 및 기타,195326000
4397,부산광역시,부산외국어대학교,교외-지방자치단체,33178880
4398,광주광역시,광주여자대학교,교내-교직원장학금,963000
4399,광주광역시,광주여자대학교,교내-근로장학금,305346320
4400,광주광역시,광주여자대학교,교내-기타장학금,2117659950
4401,광주광역시,광주여자대학교,교내-성적우수장학금,1153189160
4402,광주광역시,광주여자대학교,교내-저소득장학금,803577570
4403,광주광역시,광주여자대학교,교외-국가,12437780111
4404,광주광역시,광주여자대학교,교외-사설 및 기타,153464500
4405,광주광역시,광주여자대학교,교외-지방자치단체,37385600
4406,서울특별시,숙명여자대학교,교내-교직원장학금,27767000
4407,서울특별시,숙명여자대학교,교내-근로장학금,1401364316
4408,서울특별시,숙명여자대학교,교내-기타장학금,2691414932
4409,서울특별시,숙명여자대학교,교내-성적우수장학금,5584630000
4410,서울특별시,숙명여자대학교,교내-저소득장학금,4260658070
4411,서울특별시,숙명여자대학교,교외-국가,18634797835
4412,서울특별시,숙명여자대학교,교외-사설 및 기타,1467521910
4413,서울특별시,숙명여자대학교,교외-지방자치단체,102503080
4414,경기도,한세대학교,교내-교직원장학금,3586000
4415,경기도,한세대학교,교내-근로장학금,117843548
4416,경기도,한세대학교,교내-기타장학금,1928188300
4417,경기도,한세대학교,교내-성적우수장학금,771886000
4418,경기도,한세대학교,교내-저소득장학금,1026690000
4419,경기도,한세대학교,교외-국가,6316497650
4420,경기도,한세대학교,교외-사설 및 기타,94102000
4421,경기도,한세대학교,교외-지방자치단체,25108500
4422,서울특별시,숭실대학교,교내-교직원장학금,33651000
4423,서울특별시,숭실대학교,교내-근로장학금,1110621976
4424,서울특별시,숭실대학교,교내-기타장학금,7438767130
4425,서울특별시,성공회대학교,교내-성적우수장학금,571358350
4426,서울특별시,성공회대학교,교내-저소득장학금,1046203090
4427,서울특별시,성공회대학교,교외-국가,5538534102
4428,서울특별시,성공회대학교,교외-사설 및 기타,28218750
4429,서울특별시,성공회대학교,교외-지방자치단체,59604280
4430,경기도,차의과학대학교,교내-근로장학금,154658356
4431,경기도,차의과학대학교,교내-기타장학금,1145914842
4432,경기도,차의과학대학교,교내-성적우수장학금,472643120
4433,경기도,차의과학대학교,교내-저소득장학금,1180497160
4434,경기도,차의과학대학교,교외-국가,5914447439
4435,경기도,차의과학대학교,교외-사설 및 기타,94221020
4436,경기도,차의과학대학교,교외-지방자치단체,15904560
4437,서울특별시,성균관대학교,교내-근로장학금,2004076107
4438,서울특별시,성균관대학교,교내-기타장학금,10974191528
4439,서울특별시,성균관대학교,교내-성적우수장학금,9440796200
4440,서울특별시,성균관대학교,교내-저소득장학금,6568542550
4441,서울특별시,성균관대학교,교외-국가,25039205982
4442,서울특별시,성균관대학교,교외-사설 및 기타,4349096820
4443,서울특별시,성균관대학교,교외-지방자치단체,174514710
4444,부산광역시,부산가톨릭대학교,교내-교직원장학금,24383000
4445,부산광역시,부산가톨릭대학교,교내-근로장학금,359324734
4446,부산광역시,부산가톨릭대학교,교내-기타장학금,1614524000
4447,부산광역시,부산가톨릭대학교,교내-성적우수장학금,1130582334
4448,부산광역시,부산가톨릭대학교,교내-저소득장학금,964956000
4449,부산광역시,부산가톨릭대학교,교외-국가,12906880524
4450,부산광역시,부산가톨릭대학교,교외-사설 및 기타,126755000
4451,부산광역시,부산가톨릭대학교,교외-지방자치단체,36793120
4452,서울특별시,성신여자대학교,교내-교직원장학금,9412000
4453,서울특별시,성신여자대학교,교내-근로장학금,819813363
4454,서울특별시,성신여자대학교,교내-기타장학금,1935088400
4455,서울특별시,성신여자대학교,교내-성적우수장학금,6487048500
4456,서울특별시,성신여자대학교,교내-저소득장학금,3858309500
4457,서울특별시,성신여자대학교,교외-국가,18305180821
4458,서울특별시,성신여자대학교,교외-사설 및 기타,511850230
4459,서울특별시,성신여자대학교,교외-지방자치단체,210243800
4460,경상남도,영산대학교,교내-교직원장학금,202535200
4461,경상남도,영산대학교,교내-근로장학금,74391706
4462,경상남도,영산대학교,교내-기타장학금,3186523860
4463,경상남도,영산대학교,교내-성적우수장학금,523272200
4464,경상남도,영산대학교,교내-재난장학금,1800000
4465,경상남도,영산대학교,교내-저소득장학금,2226659040
4466,경상남도,영산대학교,교외-국가,15987716774
4467,경상남도,영산대학교,교외-사설 및 기타,93081160
4468,경상남도,영산대학교,교외-지방자치단체,156005330
4469,경기도,서울신학대학교,교내-근로장학금,248996818
4470,경기도,서울신학대학교,교내-기타장학금,647012760
4471,경기도,서울신학대학교,교내-성적우수장학금,308738700
4472,경기도,서울신학대학교,교내-저소득장학금,1242515570
4473,경기도,서울신학대학교,교외-국가,7906749582
4474,경기도,서울신학대학교,교외-사설 및 기타,137332500
4475,경기도,서울신학대학교,교외-지방자치단체,2600600
4476,충청북도,서원대학교,교내-교직원장학금,75333000
4477,충청북도,서원대학교,교내-근로장학금,1011904788
4478,충청북도,서원대학교,교내-기타장학금,4200691710
4479,충청북도,서원대학교,교내-성적우수장학금,1568859200
4480,충청북도,서원대학교,교내-저소득장학금,742242293
4481,충청북도,서원대학교,교외-국가,17719178442
4482,충청북도,서원대학교,교외-사설 및 기타,309150100
4483,충청북도,서원대학교,교외-지방자치단체,237220260
4484,경상북도,대구가톨릭대학교,교내-교직원장학금,521090800
4485,경상북도,대구가톨릭대학교,교내-근로장학금,1247607470
4486,경상북도,대구가톨릭대학교,교내-기타장학금,6890625740
4487,경상북도,대구가톨릭대학교,교내-성적우수장학금,3456575925
4488,경상북도,대구가톨릭대학교,교내-재난장학금,20600000
4489,경상북도,대구가톨릭대학교,교내-저소득장학금,529828300
4490,경상북도,대구가톨릭대학교,교외-국가,32729308250
4491,경상북도,대구가톨릭대학교,교외-사설 및 기타,333563000
4492,경상북도,대구가톨릭대학교,교외-지방자치단체,53216930
4493,충청남도,선문대학교,교내-교직원장학금,222691000
4494,충청남도,선문대학교,교내-근로장학금,596747612
4495,충청남도,선문대학교,교내-기타장학금,7123753709
4496,충청남도,선문대학교,교내-성적우수장학금,1464533500
4497,충청남도,선문대학교,교내-저소득장학금,3027733460
4498,충청남도,선문대학교,교외-국가,24098603212
4499,충청남도,선문대학교,교외-사설 및 기타,2328969615
4500,충청남도,선문대학교,교외-지방자치단체,108151920
4501,경기도,성결대학교,교내-교직원장학금,32853000
4502,경기도,성결대학교,교내-근로장학금,655605334
4503,경기도,성결대학교,교내-기타장학금,2174899953
4504,경기도,성결대학교,교내-성적우수장학금,2587805118
4505,경기도,성결대학교,교내-재난장학금,3000000
4506,경기도,성결대학교,교내-저소득장학금,553635100
4507,경기도,성결대학교,교외-국가,11908906277
4508,경기도,성결대학교,교외-사설 및 기타,84130000
4509,경기도,성결대학교,교외-지방자치단체,34661200
4510,서울특별시,성공회대학교,교내-교직원장학금,16747600
4511,서울특별시,성공회대학교,교내-근로장학금,96458738
4512,서울특별시,성공회대학교,교내-기타장학금,523501360
4513,서울특별시,삼육대학교,교외-사설 및 기타,432805625
4514,서울특별시,삼육대학교,교외-지방자치단체,270258065
4515,경기도,협성대학교,교내-교직원장학금,31576800
4516,경기도,협성대학교,교내-근로장학금,314939104
4517,경기도,협성대학교,교내-기타장학금,967087218
4518,경기도,협성대학교,교내-성적우수장학금,1489497239
4519,경기도,협성대학교,교내-재난장학금,16701550
4520,경기도,협성대학교,교내-저소득장학금,2789660971
4521,경기도,협성대학교,교외-국가,10504331301
4522,경기도,협성대학교,교외-사설 및 기타,40800000
4523,경기도,협성대학교,교외-지방자치단체,16000000
4524,서울특별시,상명대학교,교내-교직원장학금,115576000
4525,서울특별시,상명대학교,교내-근로장학금,1240634797
4526,서울특별시,상명대학교,교내-기타장학금,3746890210
4527,서울특별시,상명대학교,교내-성적우수장학금,6437066033
4528,서울특별시,상명대학교,교내-저소득장학금,5102719972
4529,서울특별시,상명대학교,교외-국가,26388785807
4530,서울특별시,상명대학교,교외-사설 및 기타,354981020
4531,서울특별시,상명대학교,교외-지방자치단체,79254780
4532,강원특별자치도,상지대학교,교내-교직원장학금,176700200
4533,강원특별자치도,상지대학교,교내-근로장학금,115018408
4534,강원특별자치도,상지대학교,교내-기타장학금,3964681746
4535,강원특별자치도,상지대학교,교내-성적우수장학금,868770100
4536,강원특별자치도,상지대학교,교내-저소득장학금,1292623900
4537,강원특별자치도,상지대학교,교외-국가,12914879512
4538,강원특별자치도,상지대학교,교외-사설 및 기타,405485650
4539,강원특별자치도,상지대학교,교외-지방자치단체,353868220
4540,서울특별시,서강대학교,교내-교직원장학금,28683000
4541,서울특별시,서강대학교,교내-근로장학금,1853849029
4542,서울특별시,서강대학교,교내-기타장학금,1174686606
4543,서울특별시,서강대학교,교내-성적우수장학금,766461000
4544,서울특별시,서강대학교,교내-저소득장학금,5083403570
4545,서울특별시,서강대학교,교외-국가,10785411833
4546,서울특별시,서강대학교,교외-사설 및 기타,2310428800
4547,서울특별시,서강대학교,교외-지방자치단체,123255220
4548,서울특별시,서경대학교,교내-교직원장학금,1350000
4549,서울특별시,서경대학교,교내-근로장학금,883396012
4550,서울특별시,서경대학교,교내-기타장학금,2416506212
4551,서울특별시,서경대학교,교내-성적우수장학금,1812351133
4552,서울특별시,서경대학교,교내-저소득장학금,3500610920
4553,서울특별시,서경대학교,교외-국가,13599330651
4554,서울특별시,서경대학교,교외-사설 및 기타,79904000
4555,서울특별시,서경대학교,교외-지방자치단체,25370160
4556,경기도,서울신학대학교,교내-교직원장학금,13014000
4557,경기도,가톨릭대학교,교내-교직원장학금,33988000
4558,경기도,가톨릭대학교,교내-근로장학금,574840354
4559,경기도,명지대학교,교외-사설 및 기타,360354000
4560,경기도,명지대학교,교외-지방자치단체,139240400
4561,부산광역시,신라대학교,교내-교직원장학금,42372350
4562,부산광역시,신라대학교,교내-근로장학금,382826400
4563,부산광역시,신라대학교,교내-기타장학금,3190559307
4564,부산광역시,신라대학교,교내-성적우수장학금,1948302750
4565,부산광역시,신라대학교,교내-저소득장학금,1687233320
4566,부산광역시,신라대학교,교외-국가,20906561865
4567,부산광역시,신라대학교,교외-사설 및 기타,198922750
4568,부산광역시,신라대학교,교외-지방자치단체,65987000
4569,강원특별자치도,한라대학교,교내-교직원장학금,41679000
4570,강원특별자치도,한라대학교,교내-근로장학금,109583004
4571,강원특별자치도,한라대학교,교내-기타장학금,1365346310
4572,강원특별자치도,한라대학교,교내-성적우수장학금,1432486850
4573,강원특별자치도,한라대학교,교내-저소득장학금,670448300
4574,강원특별자치도,한라대학교,교외-국가,7753531671
4575,강원특별자치도,한라대학교,교외-사설 및 기타,129810400
4576,강원특별자치도,한라대학교,교외-지방자치단체,157694950
4577,대전광역시,배재대학교,교내-교직원장학금,115364840
4578,대전광역시,배재대학교,교내-근로장학금,514449396
4579,대전광역시,배재대학교,교내-기타장학금,3844664930
4580,대전광역시,배재대학교,교내-성적우수장학금,1263794580
4581,대전광역시,배재대학교,교내-재난장학금,455000
4582,대전광역시,배재대학교,교내-저소득장학금,3309838420
