번호,시도명,대학교명,장학금유형구분명,장학금액
1,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교내-저소득장학금,28811500
2,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교외-국가,1057805217
3,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교외-사설 및 기타,33300000
4,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교외-지방자치단체,2216000
5,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교내-교직원장학금,2432000
6,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교내-근로장학금,77414000
7,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교내-기타장학금,10944000
8,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교내-성적우수장학금,57152000
9,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교내-저소득장학금,22504000
10,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교외-국가,689877334
11,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교외-사설 및 기타,49476000
12,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,교외-지방자치단체,44500000
13,충청남도,남서울대학교,교내-교직원장학금,126957000
14,충청남도,남서울대학교,교내-근로장학금,219971264
15,충청남도,남서울대학교,교내-기타장학금,2898773750
16,충청남도,남서울대학교,교내-성적우수장학금,4410669150
17,충청남도,남서울대학교,교내-저소득장학금,5683587020
18,충청남도,남서울대학교,교외-국가,22989838618
19,충청남도,남서울대학교,교외-사설 및 기타,259866100
20,충청남도,남서울대학교,교외-지방자치단체,59306130
21,대전광역시,한밭대학교,교내-근로장학금,1388654152
22,대전광역시,한밭대학교,교내-기타장학금,817537760
23,대전광역시,한밭대학교,교내-성적우수장학금,2423346040
24,대전광역시,한밭대학교,교내-저소득장학금,1056964840
25,대전광역시,한밭대학교,교외-국가,17081783928
26,대전광역시,한밭대학교,교외-사설 및 기타,267120580
27,대전광역시,한밭대학교,교외-지방자치단체,81922120
28,경상북도,경운대학교,교내-교직원장학금,17845000
29,경상북도,경운대학교,교내-근로장학금,274978196
30,경상북도,경운대학교,교내-기타장학금,5254294469
31,경상북도,경운대학교,교내-성적우수장학금,641926000
32,경상북도,경운대학교,교내-저소득장학금,669983500
33,경상북도,경운대학교,교외-국가,12380277362
34,경상북도,경운대학교,교외-사설 및 기타,49920000
35,경상북도,경운대학교,교외-지방자치단체,138845720
36,경기도,한국공학대학교,교내-교직원장학금,30663000
37,경기도,한국공학대학교,교내-근로장학금,815379428
38,경기도,한국공학대학교,교내-기타장학금,3441700700
39,경기도,한국공학대학교,교내-성적우수장학금,3605099519
40,경기도,한국공학대학교,교내-저소득장학금,1825745000
41,경기도,한국공학대학교,교외-국가,14322056487
42,경기도,한국공학대학교,교외-사설 및 기타,382633680
43,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교내-성적우수장학금,51072000
44,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교내-저소득장학금,11400000
45,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교외-국가,494286494
46,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교외-사설 및 기타,27040000
47,충청남도,한국폴리텍 IV 대학 홍성캠퍼스,교내-근로장학금,15600000
48,충청남도,한국폴리텍 IV 대학 홍성캠퍼스,교내-성적우수장학금,24886000
49,충청남도,한국폴리텍 IV 대학 홍성캠퍼스,교외-국가,181776000
50,충청남도,한국폴리텍 IV 대학 홍성캠퍼스,교외-사설 및 기타,10630000
51,충청남도,한국폴리텍 IV 대학 홍성캠퍼스,교외-지방자치단체,24132000
52,전라북도,한국폴리텍 V 대학 전북캠퍼스,교내-교직원장학금,2321000
53,전라북도,한국폴리텍 V 대학 전북캠퍼스,교내-근로장학금,3900000
54,전라북도,한국폴리텍 V 대학 전북캠퍼스,교내-기타장학금,15086500
55,전라북도,한국폴리텍 V 대학 전북캠퍼스,교내-성적우수장학금,44099000
56,전라북도,한국폴리텍 V 대학 전북캠퍼스,교내-저소득장학금,35449500
57,전라북도,한국폴리텍 V 대학 전북캠퍼스,교외-국가,487255834
58,전라북도,한국폴리텍 V 대학 전북캠퍼스,교외-사설 및 기타,16302000
59,전라남도,한국폴리텍 V 대학 전남캠퍼스,교내-근로장학금,300000
60,전라남도,한국폴리텍 V 대학 전남캠퍼스,교내-기타장학금,4328000
61,전라남도,한국폴리텍 V 대학 전남캠퍼스,교내-성적우수장학금,20558000
62,전라남도,한국폴리텍 V 대학 전남캠퍼스,교내-저소득장학금,9632000
63,전라남도,한국폴리텍 V 대학 전남캠퍼스,교외-국가,203088000
64,전라남도,한국폴리텍 V 대학 전남캠퍼스,교외-사설 및 기타,11742000
65,전라남도,한국폴리텍 V 대학 전남캠퍼스,교외-지방자치단체,816600
66,전라북도,한국폴리텍 V 대학 익산캠퍼스,교내-교직원장학금,1216000
67,전라북도,한국폴리텍 V 대학 익산캠퍼스,교내-성적우수장학금,17024000
68,전라북도,한국폴리텍 V 대학 익산캠퍼스,교내-저소득장학금,7700000
69,전라북도,한국폴리텍 V 대학 익산캠퍼스,교외-국가,131772500
70,전라북도,한국폴리텍 V 대학 익산캠퍼스,교외-사설 및 기타,2600000
71,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교내-교직원장학금,2432000
72,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교내-근로장학금,20560000
73,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교내-기타장학금,33440000
74,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교내-성적우수장학금,46208000
75,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교내-저소득장학금,36000000
76,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교외-국가,623613334
77,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교외-사설 및 기타,14200000
78,경상북도,한국폴리텍 VI 대학 구미캠퍼스,교외-지방자치단체,4858560
79,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교내-교직원장학금,6080000
80,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교내-근로장학금,68498480
81,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교내-기타장학금,25063514
82,부산광역시,한국폴리텍 VII 대학 부산캠퍼스,교내-성적우수장학금,69312000
83,광주광역시,송원대학교,교외-국가,8930593871
84,광주광역시,송원대학교,교외-사설 및 기타,66600000
85,광주광역시,송원대학교,교외-지방자치단체,4500000
86,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교내-교직원장학금,1247000
87,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교내-근로장학금,33350000
88,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교내-기타장학금,7482000
89,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교내-성적우수장학금,53621000
90,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교내-저소득장학금,22893000
91,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교외-국가,513348320
92,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교외-사설 및 기타,11047000
93,서울특별시,한국폴리텍 I 대학 서울강서캠퍼스,교외-지방자치단체,1247000
94,경기도,한국폴리텍 I 대학 성남캠퍼스,교내-교직원장학금,4864000
95,경기도,한국폴리텍 I 대학 성남캠퍼스,교내-근로장학금,54350000
96,경기도,한국폴리텍 I 대학 성남캠퍼스,교내-기타장학금,5472000
97,경기도,한국폴리텍 I 대학 성남캠퍼스,교내-성적우수장학금,64448000
98,경기도,한국폴리텍 I 대학 성남캠퍼스,교내-저소득장학금,34048000
99,경기도,한국폴리텍 I 대학 성남캠퍼스,교외-국가,667962660
100,경기도,한국폴리텍 I 대학 성남캠퍼스,교외-사설 및 기타,17700000
101,경기도,한국폴리텍 I 대학 성남캠퍼스,교외-지방자치단체,2216000
102,인천광역시,한국폴리텍 II 대학 남인천캠퍼스,교내-성적우수장학금,11223000
103,인천광역시,한국폴리텍 II 대학 남인천캠퍼스,교내-저소득장학금,3741000
104,인천광역시,한국폴리텍 II 대학 남인천캠퍼스,교외-국가,46139000
105,인천광역시,한국폴리텍 II 대학 남인천캠퍼스,교외-사설 및 기타,22147000
106,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교내-교직원장학금,1315500
107,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교내-근로장학금,4424280
108,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교내-기타장학금,10070500
109,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교내-성적우수장학금,11342000
110,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교내-저소득장학금,6541300
111,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교외-국가,173159000
112,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,교외-사설 및 기타,9710000
113,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교내-교직원장학금,4864000
114,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교내-근로장학금,95819000
115,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교내-기타장학금,6384000
116,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교내-성적우수장학금,59584000
117,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교내-저소득장학금,4864000
118,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교외-국가,874149330
119,충청북도,한국폴리텍 IV 대학 청주캠퍼스,교외-사설 및 기타,15600000
120,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교내-교직원장학금,4864000
121,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교내-근로장학금,36600000
122,충청남도,한국폴리텍 IV 대학 아산캠퍼스,교내-기타장학금,1216000
123,경상남도,경남도립남해대학,교외-사설 및 기타,55400000
124,경상남도,경남도립남해대학,교외-지방자치단체,22210680
125,충청북도,충북도립대학교,교내-근로장학금,20055820
126,충청북도,충북도립대학교,교내-기타장학금,228534200
127,충청북도,충북도립대학교,교내-성적우수장학금,152569250
128,충청북도,충북도립대학교,교내-저소득장학금,47739280
129,충청북도,충북도립대학교,교외-국가,997007150
130,충청북도,충북도립대학교,교외-사설 및 기타,33423210
131,충청북도,충북도립대학교,교외-지방자치단체,177072960
132,전라북도,한국농수산대학교,교내-근로장학금,184271720
133,전라북도,한국농수산대학교,교내-기타장학금,63342120
134,전라북도,한국농수산대학교,교내-성적우수장학금,37000000
135,전라북도,한국농수산대학교,교외-국가,175087500
136,서울특별시,한국예술종합학교,교내-근로장학금,365790033
137,서울특별시,한국예술종합학교,교내-기타장학금,107946000
138,서울특별시,한국예술종합학교,교내-성적우수장학금,971398000
139,서울특별시,한국예술종합학교,교내-저소득장학금,8670000
140,서울특별시,한국예술종합학교,교외-국가,3710406397
141,서울특별시,한국예술종합학교,교외-사설 및 기타,369187720
142,서울특별시,한국예술종합학교,교외-지방자치단체,22000000
143,광주광역시,광주과학기술원,교내-근로장학금,5430964
144,광주광역시,광주과학기술원,교내-기타장학금,3747565546
145,광주광역시,광주과학기술원,교내-성적우수장학금,187745000
146,광주광역시,광주과학기술원,교내-저소득장학금,80340000
147,광주광역시,광주과학기술원,교외-국가,509920596
148,광주광역시,광주과학기술원,교외-사설 및 기타,28360000
149,광주광역시,광주과학기술원,교외-지방자치단체,4030000
150,대전광역시,한국과학기술원,교내-근로장학금,195481480
151,대전광역시,한국과학기술원,교내-기타장학금,16433250090
152,대전광역시,한국과학기술원,교내-성적우수장학금,3901706600
153,대전광역시,한국과학기술원,교내-저소득장학금,221488000
154,대전광역시,한국과학기술원,교외-국가,4752846172
155,대전광역시,한국과학기술원,교외-사설 및 기타,195870000
156,대전광역시,한국과학기술원,교외-지방자치단체,12500000
157,대구광역시,대구경북과학기술원,교내-근로장학금,76081390
158,대구광역시,대구경북과학기술원,교내-기타장학금,1753485500
159,대구광역시,대구경북과학기술원,교내-성적우수장학금,7030000
160,대구광역시,대구경북과학기술원,교내-저소득장학금,61200000
161,대구광역시,대구경북과학기술원,교외-국가,147389610
162,광주광역시,송원대학교,교내-교직원장학금,101442310
163,광주광역시,송원대학교,교내-근로장학금,115138224
164,광주광역시,송원대학교,교내-기타장학금,2893977360
165,광주광역시,송원대학교,교내-성적우수장학금,265788750
166,충청남도,충남도립대학교,교외-국가,1652306361
167,충청남도,충남도립대학교,교외-사설 및 기타,24173000
168,충청남도,충남도립대학교,교외-지방자치단체,300034000
169,강원특별자치도,강원도립대학교,교내-근로장학금,86129850
170,강원특별자치도,강원도립대학교,교내-기타장학금,311380000
171,강원특별자치도,강원도립대학교,교내-성적우수장학금,73352200
172,강원특별자치도,강원도립대학교,교내-저소득장학금,28745670
173,강원특별자치도,강원도립대학교,교외-국가,978544285
174,강원특별자치도,강원도립대학교,교외-사설 및 기타,35000000
175,강원특별자치도,강원도립대학교,교외-지방자치단체,7526000
176,경상북도,경북도립대학교,교내-근로장학금,88755792
177,경상북도,경북도립대학교,교내-기타장학금,607530040
178,경상북도,경북도립대학교,교내-성적우수장학금,101300000
179,경상북도,경북도립대학교,교내-저소득장학금,69707500
180,경상북도,경북도립대학교,교외-국가,1647130998
181,경상북도,경북도립대학교,교외-사설 및 기타,22200000
182,경상북도,경북도립대학교,교외-지방자치단체,4936000
183,경기도,한국복지대학교,교내-근로장학금,107932746
184,경기도,한국복지대학교,교내-기타장학금,122304700
185,경기도,한국복지대학교,교내-성적우수장학금,43233590
186,경기도,한국복지대학교,교내-저소득장학금,50450000
187,경기도,한국복지대학교,교외-국가,1306970167
188,경기도,한국복지대학교,교외-사설 및 기타,2259550
189,경기도,한국복지대학교,교외-지방자치단체,1000000
190,경상남도,경남도립거창대학,교내-근로장학금,95160132
191,경상남도,경남도립거창대학,교내-기타장학금,418974000
192,경상남도,경남도립거창대학,교내-성적우수장학금,184643000
193,경상남도,경남도립거창대학,교내-저소득장학금,83900000
194,경상남도,경남도립거창대학,교외-국가,1418069563
195,경상남도,경남도립거창대학,교외-사설 및 기타,29000000
196,경상남도,경남도립거창대학,교외-지방자치단체,2772460
197,전라남도,전남도립대학교,교내-근로장학금,34064205
198,전라남도,전남도립대학교,교내-기타장학금,484804000
199,전라남도,전남도립대학교,교내-성적우수장학금,115555000
200,전라남도,전남도립대학교,교내-저소득장학금,1000000
201,전라남도,전남도립대학교,교외-국가,1560282600
202,전라남도,전남도립대학교,교외-사설 및 기타,57492000
203,전라남도,전남도립대학교,교외-지방자치단체,21500000
204,경상남도,경남도립남해대학,교내-근로장학금,84341340
205,경상남도,경남도립남해대학,교내-기타장학금,503676020
206,경상남도,경남도립남해대학,교내-성적우수장학금,80573100
207,경상남도,경남도립남해대학,교내-저소득장학금,44488360
208,경상남도,경남도립남해대학,교외-국가,1580179290
209,전라북도,전주교육대학교,교내-저소득장학금,90121400
210,전라북도,전주교육대학교,교외-국가,1275807160
211,전라북도,전주교육대학교,교외-사설 및 기타,46618000
212,전라북도,전주교육대학교,교외-지방자치단체,7153500
213,경상남도,진주교육대학교,교내-근로장학금,93609184
214,경상남도,진주교육대학교,교내-기타장학금,410598000
215,경상남도,진주교육대학교,교내-성적우수장학금,261193400
216,경상남도,진주교육대학교,교내-저소득장학금,218671900
217,경상남도,진주교육대학교,교외-국가,2371655761
218,경상남도,진주교육대학교,교외-사설 및 기타,97588600
219,경상남도,진주교육대학교,교외-지방자치단체,8687000
220,충청북도,청주교육대학교,교내-근로장학금,75393456
221,충청북도,청주교육대학교,교내-기타장학금,174855000
222,충청북도,청주교육대학교,교내-성적우수장학금,196820000
223,충청북도,청주교육대학교,교내-저소득장학금,189686000
224,충청북도,청주교육대학교,교외-국가,1202797004
225,충청북도,청주교육대학교,교외-사설 및 기타,162955000
226,충청북도,청주교육대학교,교외-지방자치단체,17100000
227,강원특별자치도,춘천교육대학교,교내-근로장학금,133649222
228,강원특별자치도,춘천교육대학교,교내-기타장학금,25410000
229,강원특별자치도,춘천교육대학교,교내-성적우수장학금,289940000
230,강원특별자치도,춘천교육대학교,교내-저소득장학금,165565000
231,강원특별자치도,춘천교육대학교,교외-국가,2145816438
232,강원특별자치도,춘천교육대학교,교외-사설 및 기타,45120000
233,강원특별자치도,춘천교육대학교,교외-지방자치단체,6000000
234,서울특별시,한국방송통신대학교,교내-근로장학금,1218197580
235,서울특별시,한국방송통신대학교,교내-기타장학금,2799328770
236,서울특별시,한국방송통신대학교,교내-성적우수장학금,3502246915
237,서울특별시,한국방송통신대학교,교내-저소득장학금,662581920
238,서울특별시,한국방송통신대학교,교외-국가,14047857284
239,서울특별시,한국방송통신대학교,교외-사설 및 기타,226407660
240,서울특별시,한국방송통신대학교,교외-지방자치단체,11862130
241,울산광역시,울산과학기술원,교내-근로장학금,33819129
242,울산광역시,울산과학기술원,교내-기타장학금,1824932605
243,울산광역시,울산과학기술원,교내-성적우수장학금,5258055000
244,울산광역시,울산과학기술원,교내-저소득장학금,66888000
245,울산광역시,울산과학기술원,교외-국가,3073952603
246,울산광역시,울산과학기술원,교외-사설 및 기타,201392917
247,울산광역시,울산과학기술원,교외-지방자치단체,409654000
248,충청남도,충남도립대학교,교내-근로장학금,101122774
249,충청남도,충남도립대학교,교내-기타장학금,681044240
250,충청남도,충남도립대학교,교내-성적우수장학금,138090500
251,충청남도,충남도립대학교,교내-저소득장학금,194771500
252,충청남도,공주교육대학교,교내-성적우수장학금,347231000
253,충청남도,공주교육대학교,교내-저소득장학금,131599000
254,충청남도,공주교육대학교,교외-국가,2129097500
255,충청남도,공주교육대학교,교외-사설 및 기타,14120000
256,충청남도,공주교육대학교,교외-지방자치단체,9984520
257,광주광역시,광주교육대학교,교내-근로장학금,367424020
258,광주광역시,광주교육대학교,교내-기타장학금,278496000
259,광주광역시,광주교육대학교,교내-성적우수장학금,215410000
260,광주광역시,광주교육대학교,교내-저소득장학금,140817000
261,광주광역시,광주교육대학교,교외-국가,3755967620
262,광주광역시,광주교육대학교,교외-사설 및 기타,66407800
263,광주광역시,광주교육대학교,교외-지방자치단체,577020880
264,대구광역시,대구교육대학교,교내-근로장학금,223001118
265,대구광역시,대구교육대학교,교내-기타장학금,244107000
266,대구광역시,대구교육대학교,교내-성적우수장학금,265166000
267,대구광역시,대구교육대학교,교내-저소득장학금,313427200
268,대구광역시,대구교육대학교,교외-국가,2117137297
269,대구광역시,대구교육대학교,교외-사설 및 기타,104873000
270,대구광역시,대구교육대학교,교외-지방자치단체,21564000
271,부산광역시,부산교육대학교,교내-근로장학금,172801152
272,부산광역시,부산교육대학교,교내-기타장학금,205635000
273,부산광역시,부산교육대학교,교내-성적우수장학금,421848000
274,부산광역시,부산교육대학교,교내-저소득장학금,108414000
275,부산광역시,부산교육대학교,교외-국가,2104805143
276,부산광역시,부산교육대학교,교외-사설 및 기타,153778000
277,부산광역시,부산교육대학교,교외-지방자치단체,184335400
278,서울특별시,서울교육대학교,교내-근로장학금,148313834
279,서울특별시,서울교육대학교,교내-기타장학금,290762930
280,서울특별시,서울교육대학교,교내-성적우수장학금,243925000
281,서울특별시,서울교육대학교,교내-저소득장학금,127054000
282,서울특별시,서울교육대학교,교외-국가,1687264438
283,서울특별시,서울교육대학교,교외-사설 및 기타,157559000
284,광주광역시,동강대학교,교외-국가,7370058802
285,서울특별시,서울교육대학교,교외-지방자치단체,51747000
286,인천광역시,경인교육대학교,교내-근로장학금,422357548
287,인천광역시,경인교육대학교,교내-기타장학금,633470560
288,인천광역시,경인교육대학교,교내-성적우수장학금,593894000
289,인천광역시,경인교육대학교,교내-저소득장학금,436601000
290,인천광역시,경인교육대학교,교외-국가,3644336917
291,인천광역시,경인교육대학교,교외-사설 및 기타,154043950
292,인천광역시,경인교육대학교,교외-지방자치단체,143453400
293,전라북도,전주교육대학교,교내-근로장학금,11808600
294,전라북도,전주교육대학교,교내-기타장학금,96764000
295,전라북도,전주교육대학교,교내-성적우수장학금,232282000
296,서울특별시,한국체육대학교,교내-저소득장학금,193617000
297,서울특별시,한국체육대학교,교외-국가,4555852889
298,서울특별시,한국체육대학교,교외-사설 및 기타,197838000
299,서울특별시,한국체육대학교,교외-지방자치단체,30285500
300,부산광역시,한국해양대학교,교내-근로장학금,214196418
301,부산광역시,한국해양대학교,교내-기타장학금,318909450
302,부산광역시,한국해양대학교,교내-성적우수장학금,1896743500
303,부산광역시,한국해양대학교,교내-저소득장학금,671460800
304,부산광역시,한국해양대학교,교외-국가,12250456382
305,부산광역시,한국해양대학교,교외-사설 및 기타,1210978200
306,부산광역시,한국해양대학교,교외-지방자치단체,158005710
307,경상남도,경남과학기술대학교,교내-근로장학금,348284248
308,경상남도,경남과학기술대학교,교내-기타장학금,357549270
309,경상남도,경남과학기술대학교,교내-성적우수장학금,763446930
310,경상남도,경남과학기술대학교,교내-재난장학금,18326700
311,경상남도,경남과학기술대학교,교내-저소득장학금,448429430
312,경상남도,경남과학기술대학교,교외-국가,7342689662
313,경상남도,경남과학기술대학교,교외-사설 및 기타,196619400
314,경상남도,경남과학기술대학교,교외-지방자치단체,33428560
315,충청북도,한국교통대학교,교내-근로장학금,1080320244
316,충청북도,한국교통대학교,교내-기타장학금,1040851360
317,충청북도,한국교통대학교,교내-성적우수장학금,3573412950
318,충청북도,한국교통대학교,교내-저소득장학금,377255000
319,충청북도,한국교통대학교,교외-국가,16591627661
320,충청북도,한국교통대학교,교외-사설 및 기타,187557650
321,충청북도,한국교통대학교,교외-지방자치단체,64972150
322,서울특별시,서울시립대학교,교내-근로장학금,2005203450
323,서울특별시,서울시립대학교,교내-기타장학금,1182793986
324,서울특별시,서울시립대학교,교내-성적우수장학금,1278337800
325,서울특별시,서울시립대학교,교내-저소득장학금,1187233750
326,서울특별시,서울시립대학교,교외-국가,11018724555
327,서울특별시,서울시립대학교,교외-사설 및 기타,1143168570
328,서울특별시,서울시립대학교,교외-지방자치단체,34237370
329,인천광역시,인천대학교,교내-근로장학금,2041006638
330,인천광역시,인천대학교,교내-기타장학금,2072427215
331,인천광역시,인천대학교,교내-성적우수장학금,3776064501
332,인천광역시,인천대학교,교내-재난장학금,719400
333,인천광역시,인천대학교,교내-저소득장학금,2685905890
334,인천광역시,인천대학교,교외-국가,25386202501
335,인천광역시,인천대학교,교외-사설 및 기타,682347704
336,인천광역시,인천대학교,교외-지방자치단체,76244780
337,충청남도,공주교육대학교,교내-근로장학금,274202890
338,충청남도,공주교육대학교,교내-기타장학금,280250000
339,전라북도,전북대학교,교내-재난장학금,37693100
340,전라북도,전북대학교,교내-저소득장학금,4001777200
341,전라북도,전북대학교,교외-국가,34351535543
342,전라북도,전북대학교,교외-사설 및 기타,1457508000
343,전라북도,전북대학교,교외-지방자치단체,372101960
344,제주특별자치도,제주대학교,교내-근로장학금,1134207224
345,제주특별자치도,제주대학교,교내-기타장학금,1138541440
346,제주특별자치도,제주대학교,교내-성적우수장학금,1964738200
347,제주특별자치도,제주대학교,교내-저소득장학금,1582302600
348,제주특별자치도,제주대학교,교외-국가,18280748101
349,제주특별자치도,제주대학교,교외-사설 및 기타,821742640
350,제주특별자치도,제주대학교,교외-지방자치단체,376769120
351,경상남도,창원대학교,교내-근로장학금,1092419286
352,경상남도,창원대학교,교내-기타장학금,1009213840
353,경상남도,창원대학교,교내-성적우수장학금,1662818800
354,경상남도,창원대학교,교내-저소득장학금,1612773300
355,경상남도,창원대학교,교외-국가,15281098354
356,경상남도,창원대학교,교외-사설 및 기타,556703380
357,경상남도,창원대학교,교외-지방자치단체,29173900
358,대전광역시,충남대학교,교내-근로장학금,1300081965
359,대전광역시,충남대학교,교내-기타장학금,2244287820
360,대전광역시,충남대학교,교내-성적우수장학금,5769514700
361,대전광역시,충남대학교,교내-저소득장학금,3003731130
362,대전광역시,충남대학교,교외-국가,26831587895
363,대전광역시,충남대학교,교외-사설 및 기타,1164827440
364,대전광역시,충남대학교,교외-지방자치단체,90999220
365,충청북도,충북대학교,교내-교직원장학금,8232000
366,충청북도,충북대학교,교내-근로장학금,2441512395
367,충청북도,충북대학교,교내-기타장학금,2301473920
368,충청북도,충북대학교,교내-성적우수장학금,4595690860
369,충청북도,충북대학교,교내-저소득장학금,1931177070
370,충청북도,충북대학교,교외-국가,25363954939
371,충청북도,충북대학교,교외-사설 및 기타,1097545570
372,충청북도,충북대학교,교외-지방자치단체,108593230
373,충청북도,한국교원대학교,교내-근로장학금,907818232
374,충청북도,한국교원대학교,교내-기타장학금,151343480
375,충청북도,한국교원대학교,교내-성적우수장학금,311288500
376,충청북도,한국교원대학교,교내-저소득장학금,462072840
377,충청북도,한국교원대학교,교외-국가,3744759218
378,충청북도,한국교원대학교,교외-사설 및 기타,192385400
379,충청북도,한국교원대학교,교외-지방자치단체,23645810
380,서울특별시,한국체육대학교,교내-근로장학금,44230566
381,서울특별시,한국체육대학교,교내-기타장학금,140000000
382,서울특별시,한국체육대학교,교내-성적우수장학금,2026784000
383,부산광역시,부경대학교,교내-성적우수장학금,3183755660
384,부산광역시,부경대학교,교내-저소득장학금,2458923660
385,부산광역시,부경대학교,교외-국가,31529438625
386,부산광역시,부경대학교,교외-사설 및 기타,1399974911
387,부산광역시,부경대학교,교외-지방자치단체,107467410
388,부산광역시,부산대학교,교내-근로장학금,1603041028
389,부산광역시,부산대학교,교내-기타장학금,2212544880
390,부산광역시,부산대학교,교내-성적우수장학금,6035027000
391,부산광역시,부산대학교,교내-저소득장학금,5985937820
392,부산광역시,부산대학교,교외-국가,36080650047
393,부산광역시,부산대학교,교외-사설 및 기타,2370819580
394,부산광역시,부산대학교,교외-지방자치단체,1008221310
395,서울특별시,서울대학교,교내-근로장학금,4026109794
396,서울특별시,서울대학교,교내-기타장학금,8830573070
397,서울특별시,서울대학교,교내-성적우수장학금,105740000
398,서울특별시,서울대학교,교내-저소득장학금,4497567100
399,서울특별시,서울대학교,교외-국가,20689997926
400,서울특별시,서울대학교,교외-사설 및 기타,12208692338
401,서울특별시,서울대학교,교외-지방자치단체,138823100
402,전라남도,순천대학교,교내-근로장학금,298039479
403,전라남도,순천대학교,교내-기타장학금,565269350
404,전라남도,순천대학교,교내-성적우수장학금,1755559500
405,전라남도,순천대학교,교내-재난장학금,16900000
406,전라남도,순천대학교,교내-저소득장학금,1333078000
407,전라남도,순천대학교,교외-국가,14228308066
408,전라남도,순천대학교,교외-사설 및 기타,281982810
409,전라남도,순천대학교,교외-지방자치단체,174723160
410,경상북도,안동대학교,교내-근로장학금,286824814
411,경상북도,안동대학교,교내-기타장학금,303533800
412,경상북도,안동대학교,교내-성적우수장학금,1668790020
413,경상북도,안동대학교,교내-저소득장학금,757852660
414,경상북도,안동대학교,교외-국가,12873838841
415,경상북도,안동대학교,교외-사설 및 기타,375811200
416,경상북도,안동대학교,교외-지방자치단체,187337020
417,광주광역시,전남대학교,교내-근로장학금,638283968
418,광주광역시,전남대학교,교내-기타장학금,1995409860
419,광주광역시,전남대학교,교내-성적우수장학금,6150780810
420,광주광역시,전남대학교,교내-저소득장학금,3297897360
421,광주광역시,전남대학교,교외-국가,38033591209
422,광주광역시,전남대학교,교외-사설 및 기타,2066858190
423,광주광역시,전남대학교,교외-지방자치단체,65197240
424,전라북도,전북대학교,교내-근로장학금,1677322090
425,전라북도,전북대학교,교내-기타장학금,2235872570
426,전라북도,전북대학교,교내-성적우수장학금,4767599750
427,경상남도,경상국립대학교,교내-저소득장학금,1714430900
428,경상남도,경상국립대학교,교외-국가,30664005292
429,경상남도,경상국립대학교,교외-사설 및 기타,958753680
430,경상남도,경상국립대학교,교외-지방자치단체,198544620
431,충청남도,공주대학교,교내-근로장학금,1111624950
432,충청남도,공주대학교,교내-기타장학금,1516302418
433,충청남도,공주대학교,교내-성적우수장학금,3817786000
434,충청남도,공주대학교,교내-재난장학금,20887450
435,충청남도,공주대학교,교내-저소득장학금,1448623450
436,충청남도,공주대학교,교외-국가,24689803735
437,충청남도,공주대학교,교외-사설 및 기타,342895420
438,충청남도,공주대학교,교외-지방자치단체,215676950
